YEAR,Quarter,LocationAbbr,LocationDesc,TopicTypeDesc,TopicDesc,MeasureDesc,Private_Worksites,Restaurants,Bars,Type_Of_Restriction,SummaryAltValue,GeoLocation,TopicTypeId,TopicId,MeasureId
2008,1,VA,Virginia,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,Designated Areas,None,"No Law, designated areas, or separate ventilation Law",0,"(37.54268067400045, -78.45789046299967)",LEG,600,600COMB
2007,2,MS,Mississippi,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(32.745510099000455, -89.53803082499968)",LEG,600,600COMB
1999,4,TN,Tennessee,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(35.68094058000048, -85.77449091399967)",LEG,600,600COMB
2019,2,ND,North Dakota,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(47.47531977900047, -100.11842104899966)",LEG,600,600COMB
2008,3,AS,American Samoa,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(-14.3016396, -170.69618149999997)",LEG,600,600COMB
2012,4,CA,California,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Separate Ventilated Areas,Separate Ventilated Areas,Separate Ventilated Areas,"No Law, designated areas, or separate ventilation Law",0,"(37.63864012300047, -120.99999953799971)",LEG,600,600COMB
2018,2,MT,Montana,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(47.06652897200047, -109.42442064499971)",LEG,600,600COMB
1998,4,AK,Alaska,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,Designated Areas,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(64.84507995700051, -147.72205903599973)",LEG,600,600COMB
2009,4,ME,Maine,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(45.254228894000505, -68.98503133599962)",LEG,600,600COMB
1999,4,SC,South Carolina,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(33.998821303000454, -81.04537120699968)",LEG,600,600COMB
2009,3,NC,North Carolina,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(35.466220975000454, -79.15925046299964)",LEG,600,600COMB
2009,1,AZ,Arizona,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(34.865970280000454, -111.76381127699972)",LEG,600,600COMB
2013,4,GA,Georgia,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Designated Areas,Designated Areas,"No Law, designated areas, or separate ventilation Law",0,"(32.83968109300048, -83.62758034599966)",LEG,600,600COMB
2017,2,SC,South Carolina,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(33.998821303000454, -81.04537120699968)",LEG,600,600COMB
2016,1,WA,Washington,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(47.52227862900048, -120.47001078999972)",LEG,600,600COMB
1997,4,PW,Palau,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(7.514979999999999, 134.58251999999993)",LEG,600,600COMB
2012,2,NE,Nebraska,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(41.6410409880005, -99.36572062299967)",LEG,600,600COMB
2018,1,TN,Tennessee,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Designated Areas,None,100 % smokefree in one location,1,"(35.68094058000048, -85.77449091399967)",LEG,600,600COMB
2016,2,MD,Maryland,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(39.29058096400047, -76.60926011099963)",LEG,600,600COMB
2016,1,MD,Maryland,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(39.29058096400047, -76.60926011099963)",LEG,600,600COMB
2013,2,WV,West Virginia,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(38.66551020200046, -80.71264013499967)",LEG,600,600COMB
1997,4,AL,Alabama,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(32.84057112200048, -86.63186076199969)",LEG,600,600COMB
2016,4,SD,South Dakota,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(44.353130053000484, -100.3735306369997)",LEG,600,600COMB
2006,3,GA,Georgia,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Designated Areas,Designated Areas,"No Law, designated areas, or separate ventilation Law",0,"(32.83968109300048, -83.62758034599966)",LEG,600,600COMB
2011,2,MS,Mississippi,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(32.745510099000455, -89.53803082499968)",LEG,600,600COMB
2007,3,WA,Washington,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(47.52227862900048, -120.47001078999972)",LEG,600,600COMB
2018,4,AS,American Samoa,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(-14.3016396, -170.69618149999997)",LEG,600,600COMB
2016,3,ID,Idaho,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Banned,None,100 % smokefree in one location,1,"(43.682630005000476, -114.3637300419997)",LEG,600,600COMB
2006,1,UT,Utah,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Banned,None,100 % smokefree in one location,1,"(39.360700171000474, -111.58713063499971)",LEG,600,600COMB
2013,2,MS,Mississippi,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(32.745510099000455, -89.53803082499968)",LEG,600,600COMB
2017,1,OR,Oregon,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(44.56744942400047, -120.15503132599969)",LEG,600,600COMB
2010,1,OH,Ohio,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(40.06021014100048, -82.40426005599966)",LEG,600,600COMB
2015,2,TN,Tennessee,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Designated Areas,None,100 % smokefree in one location,1,"(35.68094058000048, -85.77449091399967)",LEG,600,600COMB
2006,1,OH,Ohio,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(40.06021014100048, -82.40426005599966)",LEG,600,600COMB
1996,4,NY,New York,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Designated Areas,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(42.82700103200045, -75.54397042699964)",LEG,600,600COMB
2012,1,ID,Idaho,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Banned,None,100 % smokefree in one location,1,"(43.682630005000476, -114.3637300419997)",LEG,600,600COMB
2013,2,NJ,New Jersey,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(40.13057004800049, -74.27369128799967)",LEG,600,600COMB
1999,4,AS,American Samoa,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(-14.3016396, -170.69618149999997)",LEG,600,600COMB
1999,4,CO,Colorado,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,None,None,"No Law, designated areas, or separate ventilation Law",0,"(38.843840757000464, -106.13361092099967)",LEG,600,600COMB
2018,1,NV,Nevada,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,None,100 % smokefree  in two locations,2,"(39.493240390000494, -117.07184056399967)",LEG,600,600COMB
1995,4,KY,Kentucky,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(37.645970271000465, -84.77497104799966)",LEG,600,600COMB
2010,3,HI,Hawaii,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(21.304850435000446, -157.85774940299973)",LEG,600,600COMB
2011,1,OR,Oregon,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(44.56744942400047, -120.15503132599969)",LEG,600,600COMB
2016,4,NV,Nevada,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,None,100 % smokefree  in two locations,2,"(39.493240390000494, -117.07184056399967)",LEG,600,600COMB
2012,1,MD,Maryland,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(39.29058096400047, -76.60926011099963)",LEG,600,600COMB
2019,2,AR,Arkansas,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Designated Areas,None,100 % smokefree in one location,1,"(34.74865012400045, -92.27449074299966)",LEG,600,600COMB
2014,3,NY,New York,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(42.82700103200045, -75.54397042699964)",LEG,600,600COMB
2010,4,MI,Michigan,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(44.6613195430005, -84.71439026999968)",LEG,600,600COMB
2016,3,KY,Kentucky,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(37.645970271000465, -84.77497104799966)",LEG,600,600COMB
2006,3,OK,Oklahoma,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Separate Ventilated Areas,None,"No Law, designated areas, or separate ventilation Law",0,"(35.47203135600046, -97.52107021399968)",LEG,600,600COMB
2016,1,SC,South Carolina,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(33.998821303000454, -81.04537120699968)",LEG,600,600COMB
2018,1,ND,North Dakota,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(47.47531977900047, -100.11842104899966)",LEG,600,600COMB
2017,1,NV,Nevada,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,None,100 % smokefree  in two locations,2,"(39.493240390000494, -117.07184056399967)",LEG,600,600COMB
2004,4,MS,Mississippi,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(32.745510099000455, -89.53803082499968)",LEG,600,600COMB
2014,2,NE,Nebraska,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(41.6410409880005, -99.36572062299967)",LEG,600,600COMB
2000,4,ND,North Dakota,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,Designated Areas,None,"No Law, designated areas, or separate ventilation Law",0,"(47.47531977900047, -100.11842104899966)",LEG,600,600COMB
2015,1,AR,Arkansas,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Designated Areas,None,100 % smokefree in one location,1,"(34.74865012400045, -92.27449074299966)",LEG,600,600COMB
2017,1,VT,Vermont,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(43.62538123900049, -72.51764079099962)",LEG,600,600COMB
2008,3,IA,Iowa,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(42.46940091300047, -93.81649055599968)",LEG,600,600COMB
2008,4,MA,Massachusetts,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(42.27687047000046, -72.08269067499964)",LEG,600,600COMB
2002,4,ND,North Dakota,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,Designated Areas,None,"No Law, designated areas, or separate ventilation Law",0,"(47.47531977900047, -100.11842104899966)",LEG,600,600COMB
2002,4,WY,Wyoming,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(43.23554134300048, -108.10983035299967)",LEG,600,600COMB
2008,1,MA,Massachusetts,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(42.27687047000046, -72.08269067499964)",LEG,600,600COMB
2014,3,CO,Colorado,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(38.843840757000464, -106.13361092099967)",LEG,600,600COMB
2013,4,AK,Alaska,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,Designated Areas,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(64.84507995700051, -147.72205903599973)",LEG,600,600COMB
2010,1,KY,Kentucky,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(37.645970271000465, -84.77497104799966)",LEG,600,600COMB
2009,3,MO,Missouri,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Designated Areas,Designated Areas,"No Law, designated areas, or separate ventilation Law",0,"(38.635790776000476, -92.56630005299968)",LEG,600,600COMB
2009,4,NH,New Hampshire,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Banned,No Provision,100 % smokefree in one location,1,"(43.65595011300047, -71.50036091999965)",LEG,600,600COMB
2016,4,NH,New Hampshire,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,Banned,No Provision,100 % smokefree in one location,1,"(43.65595011300047, -71.50036091999965)",LEG,600,600COMB
2018,2,ME,Maine,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(45.254228894000505, -68.98503133599962)",LEG,600,600COMB
2006,1,SC,South Carolina,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,No Provision,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(33.998821303000454, -81.04537120699968)",LEG,600,600COMB
2011,4,AL,Alabama,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Designated Areas,None,None,"No Law, designated areas, or separate ventilation Law",0,"(32.84057112200048, -86.63186076199969)",LEG,600,600COMB
2012,2,MD,Maryland,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(39.29058096400047, -76.60926011099963)",LEG,600,600COMB
2010,4,MT,Montana,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",Banned,Banned,Banned,100 % smokefree in three locations,3,"(47.06652897200047, -109.42442064499971)",LEG,600,600COMB
1997,4,MA,Massachusetts,Legislation,Smokefree Indoor Air,"Private Worksites, Restaurants, Bars - OSH",No Provision,Designated Areas,No Provision,"No Law, designated areas, or separate ventilation Law",0,"(42.27687047000046, -72.08269067499964)",LEG,600,600COMB
